region,razon_social,rut,contacto_y_direccion,telefonos,correos,categoria,resolucion
ÑUBLE,ILUSTRE MUNICIPALIDAD DE CHILLÁN,69.140.900-7,RODRIGO MONTENEGRO SAGREDO 18 SEPTIEMBRE N° 510 CHILLÁN,422832820 422832822,rmontenegro@municipalidadchillan.cl / ccarrasco@municipalidadchillan.cl,ÚNICA,271 / 21-12-2021
ÑUBLE,M Y C SPA,77.270.195-0,"MARIO SALGADO MIRANDA EL ROBLE N° 627, 3° PISO CHILLÁN",932478978,entidadpatrocinantemycspa@gmail.com,TERCERA,10 / 13-01-2022
ÑUBLE,SERVICIOS Y ASESORÍAS INMOBILIARIAS Y HABITACIONALES ÑUBLE UNIÓN SPA,77.003.841-3,"IRMA BUSTOS GATICA CALLE BULNES N° 832, OF. 21 CHILLÁN",933775108,nubleunion@gmail.com,TERCERA,116 / 22-02-2022
ÑUBLE,CONSULTORA NUEVO DESARROLLO GESTIÓN INMOBILIARIA Y SOCIAL SPA.,77.486.895-K,"JUAN PONCE SANDOVAL LIBERTAD N° 887, OF. 301 CHILLÁN",422595170,consultoranuevodesarrollo@gmail.com,TERCERA,122 / 28-02-2022
ÑUBLE,ASISTENCIA TÉCNICA LOS ALPES SPA,77.497.815-1,"CAROLINA BAO CÁCERES VEGA DE SALDÍAS N° 428, OFICINA C CHILLÁN",994737767 972968047,asistenciatecnica.losalpes@gmail.com,TERCERA,146 / 10-03-2022
ÑUBLE,ASESORÍAS HABITACIONALES CUMELEN LTDA.,77.451.104-0,"SERGIO PINO GONZÁLEZ JOSÉ JOAQUÍN PRIETO N° 324, 1° PISO CHILLÁN",422294918,egiscumelen@gmail.com,TERCERA,213 / 20-04-2022
ÑUBLE,CONSULTORA NUEVA VISIÓN SPA,77.556.841-0,"ELIZABETH RIVAS LÓPEZ CAMINO LAS PIEDRAS S/N, SECTOR QUIRIQUINA SAN IGNACIO",986533109,consultoranuevavisionspa@gmail.com,TERCERA,260 / 30-05-2022
ÑUBLE,SERVICIOS HABITACIONALES ITATAHOGAR LTDA.,77.562.604-6,OMAR REBOLLEDO SÁEZ PUEBLO VIEJO S/N RÁNQUIL,422556010 977273043,itatahogar@gmail.com,TERCERA,289 / 10-06-2022
ÑUBLE,ASISTENCIA TÉCNICA SAN ALBERTO LIMITADA,77.603.359-6,"MARYORIE SEPÚLVEDA CRISÓSTOMO CALLE BULNES N° 470, 2° PISO, OF. 22, PUERTA C CHILLÁN",972968047,asistenciatecnicasanalberto@gmail.com,TERCERA,435 / 25-08-2022
ÑUBLE,ENTIDAD PATROCINANTE INNOVA SPA,77.600.454-5,"LUIS TORRES ARTEAGA PASAJE PALMA N° 518, ARBOLEDA LANTAÑO CHILLÁN",986426386,entidadpatrocinante.innova@gmail.com,TERCERA,434 / 25-08-2022
ÑUBLE,ENTIDAD PATROCINANTE PEHUEN SPA,77.606.525-0,"CRISTOPHER ABATTE HEPP LOTE 2, EL MAITÉN LOTE 12 COIHUECO",985133837,cabatte@inmobiliariapehuen.com,TERCERA,509 / 29-09-2022
ÑUBLE,GESTIÓN INMOBILIARIA TRINIDAD SPA,77.650.878-0,BELÉN LEMUNAO NAVARRETE PROLONGACIÓN RECABARREN N° 214 CHILLÁN,422296170,gestioninmobiliariatrinidad@gmail.com,TERCERA,41 / 17-02-2023
ÑUBLE,ENTIDAD PATROCINANTE EMUNÁ LIMITADA,77.629.983-9,DANIELA OLATE SCHURCH CALLE ROSAS N° 569 CHILLÁN,923940017 422873121,entidadpatrocinanteemuna@gmail.com,TERCERA,97 / 28-03-2023
ÑUBLE,OVAL ENTIDAD PATROCINANTE LIMITADA,76.094.195-6,"YASNA MATURANA WILDE ARAUCO N° 405, OF. 7 CHILLÁN",998271113,ymaturana@constructoraoval.cl,PRIMERA,191 / 12-04-2023
ÑUBLE,SERÓN SPA,77.627.564-6,ERICA UTRERAS SERÓN ITATA N° 628 A CHILLÁN,947369723 954902904,entidadsocialseron@gmail.com / ericautrerassocial@gmail.com,TERCERA,466 / 18-05-2023
ÑUBLE,ASESORÍA Y GESTIÓN RENUEVA SPA,77.782.353-1,MARGARITA BRAVO SÁNCHEZ GAMERO N° 964 CHILLÁN,422503048 958251317,gerencia@renuevaspa.cl / asesoriaygestion.renuevaspa@gmail.com,SEGUNDA,991 / 22-08-2023
ÑUBLE,ASESORÍA Y GESTIÓN INMOBILIARIA UMBRAL SPA,77.129.518-5,AMANDA CONTRERAS PAVÉZ CONDE DEL MAULE N° 431 CHILLÁN VIEJO,991484073,e.p.umbralspa@gmail.com,PRIMERA,1278 / 29-09-2023
ÑUBLE,ENTIDAD PATROCINANTE SUYAI LTDA.,77.793.966-1,"CRISTINA CEA CABRERA ITIHUE N° 530, DEPTO. 204, BLOCK 5 SAN CARLOS",923896805 954261160,ep.suyailtda@gmail.com,PRIMERA,1279 / 29-09-2023
ÑUBLE,ENTIDAD DE GESTIÓN INMOBILIARIA SOCIAL YESICA ANDREINA HIGUERA E.I.R.L.,77.801.142-5,"YESICA HIGUERA BERMUDEZ CALLE 18 DE SEPTIEMBRE N° 246, EDIFICIO 18-S, PISO 8, OF. 813 CHILLÁN",988103329,yesicahiguerab@gmail.com,TERCERA,1586 / 08-11-2023
ÑUBLE,ASISTENCIA TÉCNICA SAN JUAN LTDA.,77.764.216-2,CARLOS NAVARRETE MORAGA CALLE BULNES N° 997 CHILLÁN,422598893 945886962,entidadpatrocinantesanjuan@gmail.com,TERCERA,1585 / 08-11-2023
ÑUBLE,ENTIDAD DE GESTIÓN INMOBILIARIA BULNES SPA,77.823.592-7,NELSON VIVALLOS URREA JOSÉ JOAQUÍN PÉREZ N° 532 BULNES,422253893 951122056,entidadbulnes@gmail.com,TERCERA,1954 / 21-12-2023
ÑUBLE,GESTIÓN INMOBILIARIA E.P. EL PORTAL SPA,77.817.674-2,"ANAIS MAS SÁNCHEZ AV. PORTAL DEL LIBERTADOR N° 205, VILLA PORTAL DEL LIBERTADOR CHILLÁN",991484073,e.p.elportalspa@gmail.com,TERCERA,2035 / 27-12-2023
ÑUBLE,EGIS DIGUILLÍN SPA,77.746.628-3,"BÁRBARA ORTEGA LARA CALLE 18 DE SEPTIEMBRE N° 666, OF. 668 CHILLÁN",422464375 940497436,informaciones@egisdiguillin.cl,TERCERA,244 / 22-02-2024
ÑUBLE,ENTIDAD PATROCINANTE SESTRA SPA,77.854.498-9,"FABIAN QUINTANA VÁSQUEZ CALLE MAIPÓN N° 570, OF. 5 CHILLÁN",930258037,epsestra@gmail.com,TERCERA,237 / 22-02-2024
ÑUBLE,E.P. RÍO ÑUBLE SPA,77.834.499-8,"GLENDA URIBE MAYER PASAJE RÍO GRANDE N° 884, VILLA RÍOS DEL SUR CHILLÁN VIEJO",951478326,eprionublespa@gmail.com,TERCERA,412 / 15-03-2024
ÑUBLE,ENTIDAD PATROCINANTE NOTHOFAGUS LTDA.,77.892.136-7,KAREN FUENTES NAVARRETE CALLE IGNACIO SERRANO N° 81 SAN CARLOS,422416264 958570313,epnothofagus@gmail.com,TERCERA,697 / 23-04-2024
ÑUBLE,ENTIDAD PATROCINANTE ASTUDILLO Y RABIÉ SPA,77.862.484-2,SOLEDAD RABIÉ TORRES ARAUCO N° 340 CHILLÁN,976664286,epvisol@gmail.com,TERCERA,821 / 10-05-2024
ÑUBLE,ENTIDAD PATROCINANTE URBANA BIOBÍO LTDA.,76.849.242-5,"ALICIA MORALES MUÑOZ EL ROBLE N° 627, 3° PISO, OF. 10 CHILLÁN",422325076 961687334,urbanabiobiobb@gmail.com,TERCERA,921 / 27-05-2024
ÑUBLE,ENTIDAD PATROCINANTE PIAMONTE LTDA.,77.362.569-7,"DIEGO TORRES PLACENCIA JOSÉ JOAQUÍN PÉREZ N° 360, SEGUNDO PISO QUIRIHUE",422530437 999341073,entidadpatrocinantepiamonte@gmail.com,TERCERA,1078 / 18-06-2024
ÑUBLE,CASA SUSTENTABLE CONSULTORES SPA,77.734.794-2,FABIOLA NAVARRETE FUENTES BALMACEDA N° 189 SAN CARLOS,964289807,casasustentable.consultores@gmail.com,PRIMERA,1136 / 02-07-2024
ÑUBLE,ASESORÍA Y GESTIÓN Z Y G LIMITADA,77.893.279-2,BÁRBARA ZAPATA GUAJARDO MANUEL RODRÍGUEZ N° 967 SAN IGNACIO,443695481 978825355,asesoriazyg@gmail.com,TERCERA,1281 / 22-07-2024
ÑUBLE,ASISTENCIA TÉCNICA GESTIÓN SOCIAL DE PROYECTOS LIMITADA,77.877.693-6,"CAROLINA BAO CÁCERES PASAJE LOS ADOBES N° 312, VILLA DON MARTÍN CHILLÁN",994737767,inmobiliaria.gestionsocial@gmail.com,TERCERA,1355 / 30-07-2024
ÑUBLE,ASISTENCIA TÉCNICA INTEGRAL SPA,77.926.958-2,LUIS JARA CAMPODÓNICO BULNES N° 309 CHILLÁN,986444591,ep.integral293@gmail.com,TERCERA,1356 / 30-07-2024
ÑUBLE,ENTIDAD PATROCINANTE EDIFICA SPA,77.917.002-0,LEONEL LOPEZ QUINTULEN CALLE 5 DE ABRIL N° 97 CHILLÁN,926499971,egredifica@gmail.com,TERCERA,1354 / 30-07-2024
ÑUBLE,ENTIDAD PATROCINANTE PATAGONIA SPA,77.934.132-1,BASTIÁN SOTO OLAVE CALLE O'HIGGINS N° 046 SAN CARLOS,927100110,eppatagonia.spa@gmail.com,TERCERA,1398 / 06-08-2024
ÑUBLE,CONSULTORA E INMOBILIARIA RÍO BRAVO SPA,77.969.356-2,"FELIPE CERNA CAMPOS FUNDO SAN ANTONIO, LOTE 2-1, KM. 0,2, VARIANTE A SAN IGNACIO S/N SAN IGNACIO",956191131 989461026,riobravoconsultora@gmail.com,TERCERA,1464 / 16-08-2024
ÑUBLE,ENTIDAD BIENESTAR SOCIAL SPA,77.943.864-3,ERICA UTRERAS SERÓN CALLE ITATA N° 658 A CHILLÁN,947369723 954902904,bienestarsocialspa@gmail.com,TERCERA,1520 / 26-08-2024
ÑUBLE,ENTIDAD PATROCINANTE Y ENTIDAD DE GESTIÓN RURAL LOS BOLDOS SPA,77.950.994-K,ENRIQUE RIVAS RIVAS EL ROBLE N° 627 CHILLÁN,969096267,enrique.rivas.icivil@gmail.com,TERCERA,1621 / 30-08-2024
ÑUBLE,ASESORÍAS QUEZADA SPA,77.988.291-8,MARÍA CRISTINA QUEZADA GUTIÉRREZ AV. FRANCIA N° 325 CHILLÁN,422272062 994501416,asesoriasquezadaspa@gmail.com,TERCERA,1978 / 29-10-2024
ÑUBLE,BET-EL CONSULTORES LIMITADA,76.042.231-2,CLAUDIO CISTERNAS CORTÉS SAMUEL BAMBACH N° 254 INTERIOR COELEMU,968674698,betel.consultores24@gmail.com,TERCERA,1979 / 29-10-2024
ÑUBLE,INMOBILIARIA CONCEPTO LIMITADA,78.032.977-7,"PATRICIA ARAVENA PAREDES AV. LIBERTAD N° 683, 2° PISO CHILLÁN",422223113 977696330,epconcepto@gmail.com,TERCERA,2211 / 03-12-2024
ÑUBLE,NEICON LIMITADA,76.529.775-3,JAVIER NEIRA SALGADO PASAJE PUYEHUE N° 224 CHILLÁN,932404936,egisneicon.nuble@gmail.com,TERCERA,118 / 22-01-2025
ÑUBLE,ENTIDAD PATROCINANTE HOGAR Y FAMILIA SPA,78.056.941-7,LAURA GARRIDO ROMERO EL ROBLE N° 627 CHILLÁN,972770664,ephogaryfamilia@gmail.com,PRIMERA,205 / 14-02-2025
ÑUBLE,GESTION DE SOLUCIONES HABITACIONALES SUBSIDIA SPA,78.010.258-6,"MARÍA JOSÉ GAJARDO RETAMAL PASAJE CERRO PANGAL N° 1422, LOMAS DE ORIENTE 3 CHILLÁN",923883074,ep.subsidia.spa@gmail.com,TERCERA,291 / 28-02-2025
ÑUBLE,NOVATERRA SPA,78.021.336-1,KARINA ZÚÑIGA RODRÍGUEZ CALLE BRASIL N° 682 CHILLÁN,930020836,novaterra.entidadpatrocinante@gmail.com,TERCERA,383 / 13-03-2025
ÑUBLE,ENTIDAD PATROCINANTE HOGAR SUSTENTA+ SPA,78.068.651-0,CATALINA RODRÍGUEZ BASCUÑÁN PASAJE 1 ORIENTE N° 41 CHILLÁN,989881339,ep.hogarsustenta@gmail.com,TERCERA,386 / 14-03-2025
ÑUBLE,HUELLAS SPA,77.992.708-3,MAURICIO OLIVA ANDANA LUIS HERMOSILLA N° 987 COIHUECO,949130848,ephuellas@gmail.com,TERCERA,388 / 17-03-2025
ÑUBLE,ENTIDAD PATROCINANTE RUKAN ÑUBLE LIMITADA,78.088.819-9,"CARLOS CORDERO VERGARA CALLE ISABEL RIQUELME N° 85, DEPTO. 32 CHILLÁN",971394644,eprukan@gmail.com,PRIMERA,480 / 25-03-2025
ÑUBLE,ENTIDAD PATROCINANTE BETEL SPA,78.105.616-2,"KAREM SOLEDAD JIMÉNEZ MUÑOZ CALLE CARRERA N° 121, CONDOMINIO VILLA FRANCO N° 12 SAN CARLOS",994484613,epbetelspa@gmail.com,TERCERA,478 / 25-03-2025
ÑUBLE,ENTIDAD PATROCINANTE ALTURAS SPA,78.088.228-K,CATALINA LARRAÍN NOVOA AVENIDA LIBERTAD N° 31 CHILLÁN,961538751,epalturasspa@gmail.com,TERCERA,482 / 25-03-2025
ÑUBLE,INMOBILIARIA BULARCO,78.094.718-7,"KATHERINE SEPÚLVEDA FLORES EXEQUIEL LARENAS N° 579, OFICINA 4 COELEMU",957918328,katherine@bularco.cl,TERCERA,485 / 26-03-2025
ÑUBLE,ASISTENCIA TÉCNICA QUIDEL ÑUBLE LIMITADA,78.103.701-K,BENJAMÍN BRAVO CAMPOS CERRO TORRES DEL PAINE N° 746 CHILLÁN,985064833,epquidel@gmail.com,TERCERA,623 / 22-04-2025
ÑUBLE,ENTIDAD PATROCINANTE CREANDOHOGAR SPA,78.054.197-0,RUBÉN SANDOVAL GANGAS EL ROBLE N° 627 CHILLÁN,983206842,epcreandohogar@gmail.com,PRIMERA,702 / 28-04-2025
ÑUBLE,ENTIDAD PATROCINANTE TIKVA SPA,78.047.887-K,ARIEL SEPÚLVEDA ALARCÓN EL ROBLE N° 627 CHILLÁN,986644508,tikva.entidadpatrocinante@gmail.com,TERCERA,731 / 07-05-2025
ÑUBLE,NUEVA VIDA SPA,78.131.141-3,PAOLA ALARCÓN NAVARRETE GAMERO N° 115 CHILLÁN,88784628,nuevavida.psat@gmail.com,PRIMERA,870 / 14-05-2025
ÑUBLE,INMOBILIARIA MAS & MAS SPA,78.126.518-7,VALENTINA MAS CONTRERAS CONDE DEL MAULE N° 467 CHILLÁN VIEJO,934628409,e.p.masymas@gmail.com,TERCERA,873 / 14-05-2025
ÑUBLE,ILUSTRE MUNICIPALIDAD DE COIHUECO,69.141.100-1,MAURICIO ROJAS PINCHEIRA AV. ARTURO PRAT N° 1675 COIHUECO,983258850,mrojas@municoihueco.cl,ÚNICA,872 / 14-05-2025
ÑUBLE,ENTIDAD PATROCINANTE ISABELLA LIMITADA,77.791.974-1,YENNY GALDAMES GARCÍA PASAJE EL BOLDO N° 1301 CHILLÁN VIEJO,94705979,egisisabella@gmail.com,TERCERA,890 / 16-05-2025
ÑUBLE,INVERSIONES YIN YANG SPA,76.934.173-0,"SUSAN SAEZ ALBORNOZ CALLE 12 DE OCTUBRE N° 884, CAMPANARIO YUNGAY",981578043,yinyang.asesoria@hotmail.com,TERCERA,915 / 29-05-2025
ÑUBLE,ENTIDAD PATROCINANTE ARKITEC LIMITADA,78.143.901-0,"MICHAEL ESCOBAR DÍAZ MANUEL JESÚS ORTÍZ N° 501 B, OF. 5 SAN IGNACIO",942299784,eparkitecltda@gmail.com,SEGUNDA,1025 / 05-06-2025
ÑUBLE,ENTIDAD PATROCINANTE SUMMIT SPA,78.059.626-0,MATÍAS ÁGUILA PHILIMON EL ROBLE N° 627 CHILLÁN,994123122,entidad.p.summit@gmail.com,TERCERA,1024 / 05-06-2025
ÑUBLE,INMOBILIARIA JOMAR SPA,77.853.970-5,DANIELA PINO PARRA AVENIDA LIBERTAD N° 781 CHILLÁN,968450556,danielapino@martabid.com / jemartabid@martabid.com,PRIMERA,1072 / 10-06-2025
ÑUBLE,ENTIDAD PATROCINANTE LOS AROMOS SPA,78.048.164-1,GABRIELA MEDINA CONTRERAS EL ROBLE N° 627 CHILLÁN,922244997,ep.los.aromos.spa@gmail.com,TERCERA,1085 / 13-06-2025
ÑUBLE,SOCIEDAD APOYO HABITACIONAL SPA,78.145.885-6,GICELLA ACUÑA AGUILERA CALLE YERBAS BUENAS N° 1052 CHILLÁN,552962001 971414649,apoyohabitacional@gmail.com,TERCERA,1126 / 18-06-2025
ÑUBLE,ENTIDAD PATROCINANTE ORO VERDE SPA,78.121.767-0,MILLARAY MELLADO NAVARRETE AVENIDA NUEVA UNO N° 214 CHILLÁN,982550479,egisoroverde@gmail.com,TERCERA,1459 / 07-08-2025
ÑUBLE,ASISTENCIA TÉCNICA Y SOCIAL INNOVA HOGAR CÁNDIDA ALEJANDRA JARA MORA E.I.R.L.,78.177.429-4,CÁNDIDA JARA MORA COLEAL CENTRAL S/N COIHUECO,995940323,asistenciatecnicaysocialinnova@gmail.com,TERCERA,1627 / 29-08-2025
ÑUBLE,ASESORIAS ACEVEDO Y ONELL SPA,78.193.365-1,LEANDRO ACEVEDO ONELL TOMÁS YAVAR N° 29 SAN CARLOS,442856314,epacevedoyonellspa@gmail.com,TERCERA,1648 / 04-09-2025
ÑUBLE,ENTIDAD PATROCINANTE DE LA PARRA SPA,78.198.055-2,ELSA PARRA FERNÁNDEZ CALLE INDEPENDENCIA N° 445 CHILLÁN,422503208,epdelaparra@gmail.com,TERCERA,1964 / 07-10-2025
ÑUBLE,ASISTENCIA TECNICA GRUPO AMADY LIMITADA,78.219.038-5,CAMILO MOLINA MOLINA CALLE ERASMO ESCALA N° 125 CHILLÁN VIEJO,422252074,grupoamady@gmail.com,TERCERA,1984 / 14-10-2025
ÑUBLE,ASISTENCIA TECNICA ELQUIN LIMITADA,78.218.585-3,YERLY VALDÉS SOTO CALLE ROSAS N° 694 CHILLÁN,975419857,asistenciatecnicaelquin@gmail.com,TERCERA,2178 / 28-10-2025
ÑUBLE,QUEIROLO CRUCHAGA LIMITADA,76.668.501-3,MARILÚ MUNDIGO URZÚA AVENIDA MATTA N° 294 SAN CARLOS,222168746,contacto@gestionql.cl / mmundigo@gestionql.cl,TERCERA,2295 / 21-11-2025
ÑUBLE,EGIS KYM SPA,78.280.517-7,"KATHERINE OLIVARES TRIVIÑO CALLE VÍCTOR BIANCHI N° 393, OFICINA 1 BULNES",975324231,egiskymspa@gmail.com,TERCERA,2727 / 29-12-2025
ÑUBLE,ENTIDAD PATROCINANTE SIENA LIMITADA,78.166.606-8,RICARDO TORRES PLACENCIA O'HIGGINS N° 130 QUIRIHUE,982949856,entidadpatrocinantesiena@gmail.com,TERCERA,86 / 10-02-2026
ÑUBLE,EP ARKA SUR SPA,78.289.928-7,DANITZA CASTRO PÉREZ AV. PORTAL DEL LIBERTADOR N° 205 CHILLÁN,223184762,castroperezdanitza@gmail.com,TERCERA,87 / 10-02-2026
ÑUBLE,GVS CONSULTORA SPA,77.922.349-3,PAOLA MUÑOZ GARCÍA CALLE 18 DE SEPTIEMBRE N° 1067 CHILLÁN,977775161,gvsconsultoraspa@gmail.com,TERCERA,394 / 06-03-2026
ÑUBLE,SOCIEDAD INVERSIONES E INMOBILIARIA SERRECORP SPA,77.954.609-8,PAMELA VIVANCO ARIAS AV. COLLÍN N° 956 CHILLÁN,422464372,contacto@serrecorp.cl / pamela.vivanco@serrecorp.cl,TERCERA,412 / 11-03-2026
ÑUBLE,ENTIDAD PATROCINANTE EL AVANCE SPA,77.730.783-5,"BERTA REBOLLEDO VALLEJOS CERRO NEGRO, SECTOR EL MAITÉN, KM. 10 QUILLÓN",992647753,entidadpatrocinante.elavance@gmail.com,TERCERA,419 / 12-03-2026
ÑUBLE,INMOBILIARIA PROYECTA TU BARRIO - PTB LIMITADA,77.718.434-2,"PATRICIA SALAZAR ZAPATA PASAJE LOS PINOS, PARCELA 23, SECTOR LAGUNA SANTA ELENA, LIBUY BULNES",976041683,patriciasalazarzapata@gmail.com,TERCERA,421 / 13-03-2026
ÑUBLE,ENTIDAD DE GESTIÓN INMOBILIARIA Y SOCIAL PROYEKTA LIMITADA,78.212.456-0,MARCELO MELLA CONTRERAS ARAUCO N° 331 CHILLÁN,422873059,egisproyektaltda2025@gmail.com,PRIMERA,599 / 27-04-2026
ÑUBLE,ENTIDAD DE GESTIÓN INMOBILIARIA Y SOCIAL NUEVA LUNA SPA,77.855.839-4,"ALANIZ ZAMBRANO CERDA CALLE BULNES N° 695, PRIMER PISO CHILLÁN",944903630,egisnuevalunaspa@gmail.com,TERCERA,616 / 06-05-2026
ÑUBLE,GESTIÓN Y ASESORÍA RENOVAHOGAR SPA,78.080.472-6,"CLAUDIA GUAJARDO LAGOS CALLE LAS PRADERAS N° 689, HUERTOS DE CHILLÁN II CHILLÁN",422251779,asesoria.renovahogar@gmail.com,TERCERA,617 / 06-05-2026
ÑUBLE,ILUSTRE MUNICIPALIDAD DE ÑIQUÉN,69.140.600-8,"ALEXIS DE LA FUENTE SOTO CALLE ESTADO N° 188, SAN GREGORIO ÑIQUÉN",99100084,alexis.delafuente@muniniquen.cl,ÚNICA,619 / 06-05-2026
ÑUBLE,URBANIX CONSULTORES SPA,78.296.714-2,"JONATHAN GRANDÓN RÍOS PARCELA EL CIPRÉS KM. 12, LOTE N° 5, PARCELA 8 CHILLÁN",422565540,epurbanix@gmail.com,TERCERA,752 / 20-05-2026
BIOBÍO,ACOGE ASESORIAS Y CONSULTORIAS LIMITADA,76.556.762-9,MAURICIO EDUARDO MORA BARRERA CALLE JOSÉ JOAQUÍN PRIETO N° 324 CHILLÁN,56422542444 56998181416,acogeconsultorias@gmail.com / mproyect@gmail.com,TERCERA,1617 / 24-11-2016
BIOBÍO,AGENCIA CONSULTORA GENNIER LIMITADA,77.755.614-2,DANIEL JESÚS SILVA SILVA AV. CHACABUCO 532 - 2° PISO CONCEPCIÓN,56413606068 56938990017,dss.ingc@gmail.com / gennier.oficina@hotmail.com,TERCERA,940 / 23-10-2023
BIOBÍO,ALARCÓN ARQUITECTO Y COMPAÑÍA LIMITADA,77.283.540-K,JULIA GUANTIANTE SOTOMAYOR 610 PISOS 2 Y 3 CORONEL,56412711900 56412773338 56999392603,jguantiante.cal@gmail.com / ralarcon.cal@gmail.com,PRIMERA,318 / 24-03-2017
BIOBÍO,ALEXIS DANIEL TOLOZA ROA,15.189.644-8,ANA MARÍA SILVA AGUAYO AVENIDA PEDRO HUERTA 2227 LA PEÑA CORONEL,56413326536 56988125314,atoloza@alpaconstructora.cl / asilva@alpaconstructora.cl,TERCERA,60 / 19-01-2017
BIOBÍO,ALIHUEN SPA,77.801.138-7,KATHERINE SOBARZO AVDA. LOS CANELOS N°1783 LAGUNILLAS 3 CORONEL,56933807632,egis.alihuen@gmail.com,TERCERA,265 / 22-04-2024
BIOBÍO,ANDREA GARCÉS ÁLVAREZ,19.052.568-6,"ANDREA GARCÉS ÁLVAREZ CALLE MANUEL RODRIGUEZ N°1082, TORRE 4 DEPTO 107 LOS ÁNGELES",56963750772 56432239383,andreagarcesalvarez95@gmail.com,TERCERA,4497 / 30-12-2025
BIOBÍO,ASESORIA TECNICA GUILLERMO HERNANDEZ MORIS E.I.R.L.,77.163.847-3,TAMARA HERNÁNDEZ ISLA SOTOMAYOR 1175-B 2°PISO OF. N°1 TOMÉ,56999523842,habitar.casablanca@gmail.com,TERCERA,1886 / 11-11-2024
BIOBÍO,ASESORIA Y CONSULTORIA DIAZ LIMITADA,77.366.162-6,RAQUEL VALERIA PUENTES DÍAZ PAICAVÍ 940 DEPTO 10 OFICINA 1 CONCEPCIÓN,56988824830,epdiaz.spa@gmail.com,TERCERA,574 / 12-08-2022
BIOBÍO,ASESORÍAS E INVERSIONES MOSAICO LIMITADA,76.769.310-9,GONZALO FIGUEROA OROZIMBO BARBOZA N° 669 POB. PEDRO LAGOS LOS ÁNGELES,56994329585,mosaico.limitada@gmail.com,PRIMERA,1008 / 26-09-2017
BIOBÍO,ASESORÍAS HABITACIONALES Y GESTIÓN DE PROYECTOS SOCIALES GLADYS BELTRAN F. E.I.R.L.,76.815.282-9,GLADYS BELTRÁN FONSECA CALLE LONCO N°139 VILLA JARDINES DE RUCAHUE LOS ÁNGELES,56432318824 56978096627,asesoriassanjoseobrero@gmail.com,TERCERA,269 / 14-03-2018
BIOBÍO,ASESORÍAS NEWEN SPA,77.121.863-6,PABLO ALEJANDRO MORAGA MACAYA VOLCÁN MICHIMAHUIDA N° 3096 ESCUADRÓN SUR CORONEL,56413604158 56977419686,a.newenspa@gmail.com,TERCERA,308 / 20-04-2020
BIOBÍO,ASESORIAS PADSUR SPA,77.301.029-3,YESSICA FABIOLA LINCOPI HUAIQUILAF ÑUBLE N°1897 LOS ÁNGELES,56981846413,padsurbiobio@gmail.com,TERCERA,3643 / 23-10-2025
BIOBÍO,ASESORIAS Y CONSULTORIAS LA VICTORIA LIMITADA,77.768.958-4,JOHANNA ÁLVAREZ BASCUÑÁN ARTURO PRAT 58 HUALQUI,56999146803 56988276096,asesoriaslavictoria@gmail.com / joalvarezb2@gmail.com / egagarciats2017@gmail.com,TERCERA,1839 / 06-11-2024
BIOBÍO,ASESORIAS Y GESTION HABITACIONAL OCTAVA LIMITADA,77.227.387-8,MARÍA CECILIA TORRES SAN GUILLERMO Nº 197 CONCEPCIÓN,56954965761 56953528556,gestionoctava.ep@gmail.com,TERCERA,95 / 12-03-2021
BIOBÍO,ASISTENCIA TÉCNICA BIOCONSTRUYE SpA,76.056.914-3,DANIEL GALLARDO ANGOL 967 CONCEPCIÓN,56412953236 56994807623 56994013704,bioconstruye1@gmail.com / ossesklein@gmail.com,TERCERA,630 / 09-07-2018
BIOBÍO,ASISTENCIA TÉCNICA Y SOCIAL PARA PROYECTOS HABITACIONALES LAS ARAUCARIAS LIMITADA,76.342.565-7,LUIS OBREQUE MENDEZ GLEISNER Nº 1830 CONCEPCIÓN,56996274946 56452642395,eplasaraucarias@gmail.com,PRIMERA,465 / 09-07-2020
BIOBÍO,ASTRO SPA,77.835.044-0,ALEJANDRO CUEVAS CONTRERAS PASAJE LOS VIEJOS ESTANDARTES N° 372 LOS ÁNGELES,56988195849,alejandrocuevas.arq@gmail.com,TERCERA,174 / 01-04-2024
BIOBÍO,BET-EL CONSULTORES LIMITADA,76.042.231-2,CAMILO ESTEBAN ALEGRÍA ROMERO MAIPÚ 1020 OFICINA 6 CONCEPCIÓN,56968674698,betel.consultores24@gmail.com,TERCERA,3915 / 11-11-2025
BIOBÍO,CARLOS ABEL TIZNADO ALVIAL,13.377.206-5,CARLOS ABEL TIZNADO ALVIAL COLO COLO N° 379 OF. 1009 CONCEPCIÓN,56412797453 56998257512,epctiznado@gmail.com / damian.cortes86@gmail.com,TERCERA,800 / 02-12-2020
BIOBÍO,CARRASCO Y CARRASCO CONSULTORES LIMITADA,76.610.870-9,HUGO CARRASCO HURTADO SAN DIEGO N° 240 TUCAPEL,56422423712 56422423710 56992282203,egis@hyc.cl / hcarrasco@hyc.cl,SEGUNDA,887 / 22-08-2017
BIOBÍO,CHILE VIVIENDA SPA,76.771.302-9,ALFREDO FELIPE REYES ALVAREZ 12 DE FEBRERO N° 36 LOCAL 4(D) TUCAPEL,56991589260 56942510918,felipereyes@nidosur.cl / emylizama@gmail.com,TERCERA,927 / 19-10-2023
BIOBÍO,CONSTRUCCIÓN Y GESTIÓN INMOBILIARIA CREA LIMITADA,76.918.995-5,HÉCTOR ARIEL NAVARRETE SALAZAR AVENIDA MATTA 493 POLCURA TUCAPEL,56959118042,egrcrealtda@gmail.com,TERCERA,500 / 30-07-2020
